TSC;Land;InvoiceYear;InvoiceSeries;InvoiceNumber;PositionOnInvoice;CustomerNumber;CustomerName;InvoiceType;DocumentType;NonBillable;BillingStatus;InvoiceDate;DeliveryDate;LineRegistrationDate;Quantity;SalesPriceValue;DocumentNetAmount;DocumentVatAmount;DocumentGrossAmount;SalesCurrency
"TRES";"Spanien";"2025";"REG";"20242254";"30";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-08-07";"2025-08-07";"2025-08-07";3.000000;270.000000;810.000000;170.100000;980.100000;"EUR"
"TRES";"Spanien";"2025";"REC";"26";"20";"301067";"CELTRONIC, S.L.";"2";"Credit Note";"0";"-1";"2025-08-08";"2025-08-08";"2025-08-08";-5.000000;-1350.000000;-1350.000000;-283.500000;-1633.500000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242255";"10";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-08";"2025-08-08";1.000000;366.600000;366.600000;76.990000;443.590000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242256";"10";"301583";"CONTIMETRA INST. INDUSTRIAIS, LDA";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";198.000000;3465.000000;3465.000000;0.000000;3465.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"20";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";0.000000;0.000000;141.000000;29.610000;170.610000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"30";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";3.000000;141.000000;141.000000;29.610000;170.610000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"200";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";0.000000;0.000000;46.500000;9.770000;56.270000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"210";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";1.000000;46.500000;46.500000;9.770000;56.270000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"280";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";0.000000;0.000000;140.000000;29.400000;169.400000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"290";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";1.000000;140.000000;140.000000;29.400000;169.400000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"750";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";0.000000;0.000000;47.000000;9.870000;56.870000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242257";"760";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";1.000000;47.000000;47.000000;9.870000;56.870000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242258";"10";"302316";"SUMELEC BILBAO S.L";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";2.000000;460.000000;460.000000;96.600000;556.600000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242258";"15";"302316";"SUMELEC BILBAO S.L";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";0.000000;0.000000;460.000000;96.600000;556.600000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242259";"10";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";2.000000;186.000000;216.600000;45.490000;262.090000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242259";"20";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";2.000000;15.600000;216.600000;45.490000;262.090000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242259";"30";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-11";"2025-08-11";"2025-08-11";1.000000;15.000000;216.600000;45.490000;262.090000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242260";"10";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";2.000000;390.000000;1295.000000;271.950000;1566.950000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242260";"20";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";2.000000;390.000000;1295.000000;271.950000;1566.950000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242260";"30";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";2.000000;390.000000;1295.000000;271.950000;1566.950000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242260";"40";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";1.000000;125.000000;1295.000000;271.950000;1566.950000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242261";"10";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";2.000000;192.000000;207.000000;43.470000;250.470000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242261";"20";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";1.000000;15.000000;207.000000;43.470000;250.470000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242262";"10";"301067";"CELTRONIC, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";2.000000;192.000000;192.000000;40.320000;232.320000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242263";"10";"302043";"Multiexpansión, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";3.000000;756.000000;771.000000;161.910000;932.910000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242263";"20";"302043";"Multiexpansión, S.L.";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";1.000000;15.000000;771.000000;161.910000;932.910000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242264";"10";"302433";"BLAUNAVAL S.L";"0";"Invoice";"0";"-1";"2025-08-12";"2025-08-12";"2025-08-12";4.000000;90.000000;90.000000;18.900000;108.900000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024286";"0";"301962";"CAPI CONTROLE E AUTOMAÇAO LTDA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-12";"2025-08-12";2.000000;870.000000;870.000000;0.000000;870.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024286";"10";"301962";"CAPI CONTROLE E AUTOMAÇAO LTDA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-12";"2025-08-12";2.000000;320.000000;320.000000;0.000000;320.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024286";"10";"301962";"CAPI CONTROLE E AUTOMAÇAO LTDA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-12";"2025-08-12";1.000000;274.000000;274.000000;0.000000;274.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024286";"10";"301962";"CAPI CONTROLE E AUTOMAÇAO LTDA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-12";"2025-08-12";2.000000;735.040000;735.040000;0.000000;735.040000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024286";"30";"301962";"CAPI CONTROLE E AUTOMAÇAO LTDA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";6.000000;594.000000;594.000000;0.000000;594.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024286";"40";"301962";"CAPI CONTROLE E AUTOMAÇAO LTDA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";0.000000;0.000000;594.000000;0.000000;594.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024287";"10";"302319";"PROJECT PARTNER SAS";"0";"Invoice";"0";"-1";"2025-08-13";"2025-07-29";"2025-07-29";1.000000;1231.300000;1231.300000;0.000000;1231.300000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024287";"20";"302319";"PROJECT PARTNER SAS";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";5.000000;360.000000;360.000000;0.000000;360.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024287";"30";"302319";"PROJECT PARTNER SAS";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";0.000000;0.000000;360.000000;0.000000;360.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242265";"300";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";0.000000;0.000000;140.000000;29.400000;169.400000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242265";"310";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";1.000000;140.000000;140.000000;29.400000;169.400000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242266";"10";"301778";"Lubricación centralizada Delimon,SA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";1.000000;46.500000;51.500000;10.820000;62.320000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242266";"20";"301778";"Lubricación centralizada Delimon,SA";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";1.000000;5.000000;51.500000;10.820000;62.320000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242267";"10";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";2.000000;80.500000;161.000000;33.810000;194.810000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242267";"20";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";2.000000;80.500000;161.000000;33.810000;194.810000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242268";"10";"301067";"CELTRONIC, S.L.";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";11.000000;1540.000000;1540.000000;323.400000;1863.400000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242269";"10";"302233";"ERSHIP INTERNACIONAL S.A";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";2.000000;652.000000;652.000000;0.000000;652.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242270";"10";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";1.000000;7.800000;138.600000;29.110000;167.710000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242270";"20";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";1.000000;130.800000;138.600000;29.110000;167.710000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242271";"20";"301299";"AHIT";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";50.000000;9500.000000;9500.000000;1995.000000;11495.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242271";"30";"301299";"AHIT";"0";"Invoice";"0";"-1";"2025-08-13";"2025-08-13";"2025-08-13";1.000000;0.000000;9500.000000;1995.000000;11495.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024289";"10";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";2.000000;155.000000;815.000000;0.000000;815.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024289";"20";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;165.000000;815.000000;0.000000;815.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024289";"30";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;165.000000;815.000000;0.000000;815.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024289";"40";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;165.000000;815.000000;0.000000;815.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024289";"50";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;165.000000;815.000000;0.000000;815.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024289";"60";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";0.000000;0.000000;815.000000;0.000000;815.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024290";"10";"302603";"SOLUCIONES IND. EN INSTRUM. Y VALV.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;230.000000;685.000000;0.000000;685.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024290";"20";"302603";"SOLUCIONES IND. EN INSTRUM. Y VALV.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;230.000000;685.000000;0.000000;685.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024290";"30";"302603";"SOLUCIONES IND. EN INSTRUM. Y VALV.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;225.000000;685.000000;0.000000;685.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024291";"1";"301981";"INPROCESS SRL";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-12";"2025-08-12";4.000000;208.000000;2448.000000;0.000000;2448.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024291";"5";"301981";"INPROCESS SRL";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;160.000000;160.000000;0.000000;160.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024291";"6";"301981";"INPROCESS SRL";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";0.000000;0.000000;160.000000;0.000000;160.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024291";"8";"301981";"INPROCESS SRL";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-12";"2025-08-12";5.000000;1600.000000;2448.000000;0.000000;2448.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024291";"9";"301981";"INPROCESS SRL";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-12";"2025-08-12";2.000000;640.000000;2448.000000;0.000000;2448.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242272";"10";"301895";"Sumelec Navarra, S.L.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;270.000000;270.000000;56.700000;326.700000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242273";"10";"302601";"TARVIA MANTENIMIENTO FERROVIARIO S.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";4.000000;1148.000000;1163.000000;244.230000;1407.230000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242273";"20";"302601";"TARVIA MANTENIMIENTO FERROVIARIO S.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;15.000000;1163.000000;244.230000;1407.230000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242273";"30";"302601";"TARVIA MANTENIMIENTO FERROVIARIO S.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";0.000000;0.000000;1163.000000;244.230000;1407.230000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242274";"40";"301862";"CO-AX VALVULAS, S.L.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";46.000000;2162.000000;2177.000000;457.170000;2634.170000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242274";"80";"301862";"CO-AX VALVULAS, S.L.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;15.000000;2177.000000;457.170000;2634.170000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242275";"10";"302569";"AVL IBÉRICA, S.A.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;867.000000;882.000000;185.220000;1067.220000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242275";"20";"302569";"AVL IBÉRICA, S.A.";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;15.000000;882.000000;185.220000;1067.220000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242276";"10";"301583";"CONTIMETRA INST. INDUSTRIAIS, LDA";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;415.800000;440.800000;0.000000;440.800000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242276";"40";"301583";"CONTIMETRA INST. INDUSTRIAIS, LDA";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";1.000000;25.000000;440.800000;0.000000;440.800000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242277";"10";"302306";"INDUSTRIAS FERRI";"0";"Invoice";"0";"-1";"2025-08-14";"2025-08-14";"2025-08-14";100.000000;495.000000;495.000000;103.950000;598.950000;"EUR"
"TRES";"Spanien";"2025";"REC";"27";"50";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"2";"Credit Note";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";-1.000000;-40.000000;-40.000000;-8.400000;-48.400000;"EUR"
"TRES";"Spanien";"2025";"REC";"28";"330";"302595";"ELECTRO CONTROLES DEL NOROESTE";"2";"Credit Note";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";-1.000000;-12.000000;-12.000000;0.000000;-12.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242278";"10";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";1.000000;93.000000;108.000000;22.680000;130.680000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242278";"20";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";1.000000;15.000000;108.000000;22.680000;130.680000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242279";"10";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";1.000000;50.000000;666.000000;139.860000;805.860000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242279";"20";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";11.000000;550.000000;666.000000;139.860000;805.860000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242279";"30";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";12.000000;66.000000;666.000000;139.860000;805.860000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242280";"10";"301862";"CO-AX VALVULAS, S.L.";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";1.000000;185.000000;185.000000;38.850000;223.850000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242280";"20";"301862";"CO-AX VALVULAS, S.L.";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";1.000000;0.000000;185.000000;38.850000;223.850000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242280";"30";"301862";"CO-AX VALVULAS, S.L.";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";1.000000;0.000000;185.000000;38.850000;223.850000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242281";"30";"301997";"Arcamo Controls, S.A.";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";3.000000;156.000000;411.000000;86.310000;497.310000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242281";"40";"301997";"Arcamo Controls, S.A.";"0";"Invoice";"0";"-1";"2025-08-18";"2025-08-18";"2025-08-18";3.000000;255.000000;411.000000;86.310000;497.310000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024292";"10";"302606";"PROVETECMAR S.R.L";"0";"Invoice";"0";"-1";"2025-08-20";"2025-08-19";"2025-08-19";2.000000;120.000000;120.000000;0.000000;120.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024292";"20";"302606";"PROVETECMAR S.R.L";"0";"Invoice";"0";"-1";"2025-08-20";"2025-08-19";"2025-08-19";0.000000;0.000000;120.000000;0.000000;120.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242282";"30";"301148";"LA ELECTRICA ALVAREZ SIRGO, S.A.";"0";"Invoice";"0";"-1";"2025-08-20";"2025-08-20";"2025-08-20";1.000000;150.000000;150.000000;31.500000;181.500000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242283";"20";"301148";"LA ELECTRICA ALVAREZ SIRGO, S.A.";"0";"Invoice";"0";"-1";"2025-08-20";"2025-08-20";"2025-08-20";3.000000;450.000000;4965.000000;1042.650000;6007.650000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242283";"40";"301148";"LA ELECTRICA ALVAREZ SIRGO, S.A.";"0";"Invoice";"0";"-1";"2025-08-20";"2025-08-20";"2025-08-20";6.000000;4500.000000;4965.000000;1042.650000;6007.650000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242283";"70";"301148";"LA ELECTRICA ALVAREZ SIRGO, S.A.";"0";"Invoice";"0";"-1";"2025-08-20";"2025-08-20";"2025-08-20";1.000000;15.000000;4965.000000;1042.650000;6007.650000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242284";"10";"301849";"DTS INSTRUMENTS S.L.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";20.000000;2480.000000;2480.000000;520.800000;3000.800000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242285";"10";"301528";"POMAR WATER, S.L.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";6.000000;810.000000;1080.000000;226.800000;1306.800000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242285";"20";"301528";"POMAR WATER, S.L.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";2.000000;270.000000;1080.000000;226.800000;1306.800000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242286";"10";"302316";"SUMELEC BILBAO S.L";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";1.000000;52.000000;52.000000;10.920000;62.920000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242287";"100";"301717";"VIRENA NAVARRA, S.L.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";200.000000;5618.000000;5618.000000;1179.780000;6797.780000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242288";"10";"301717";"VIRENA NAVARRA, S.L.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";200.000000;5618.000000;5618.000000;1179.780000;6797.780000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242289";"10";"301895";"Sumelec Navarra, S.L.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";10.000000;960.000000;960.000000;201.600000;1161.600000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242290";"10";"302242";"COSMANLUX, LDA.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";7.000000;2695.000000;2778.000000;0.000000;2778.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242290";"20";"302242";"COSMANLUX, LDA.";"0";"Invoice";"0";"-1";"2025-08-21";"2025-08-21";"2025-08-21";1.000000;83.000000;2778.000000;0.000000;2778.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024293";"10";"302599";"ECN PROCESS AUTOMATION S.A.C.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";1.000000;490.000000;490.000000;0.000000;490.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024294";"10";"302077";"ENERSYS CONTROL, S.A.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";4.000000;700.000000;700.000000;0.000000;700.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024294";"10";"302077";"ENERSYS CONTROL, S.A.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-20";"2025-08-20";4.000000;300.000000;1000.000000;0.000000;1000.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024294";"20";"302077";"ENERSYS CONTROL, S.A.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-20";"2025-08-20";4.000000;700.000000;1000.000000;0.000000;1000.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024294";"20";"302077";"ENERSYS CONTROL, S.A.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";0.000000;0.000000;700.000000;0.000000;700.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024295";"10";"302030";"CONTROL PARA LA INDUSTRIA S.A";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";3.000000;225.000000;225.000000;0.000000;225.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024295";"10";"302030";"CONTROL PARA LA INDUSTRIA S.A";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";13.000000;743.600000;1473.600000;0.000000;1473.600000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024295";"20";"302030";"CONTROL PARA LA INDUSTRIA S.A";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";3.000000;540.000000;1473.600000;0.000000;1473.600000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024295";"20";"302030";"CONTROL PARA LA INDUSTRIA S.A";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";5.000000;168.750000;218.750000;0.000000;218.750000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024295";"30";"302030";"CONTROL PARA LA INDUSTRIA S.A";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";1.000000;50.000000;218.750000;0.000000;218.750000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024295";"30";"302030";"CONTROL PARA LA INDUSTRIA S.A";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";1.000000;190.000000;1473.600000;0.000000;1473.600000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242291";"10";"301206";"FERNANDEZ JOVE COM. E ING. S.L.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";1.000000;100.000000;235.000000;49.350000;284.350000;"EUR"
"TRES";"Spanien";"2025";"REG";"20242291";"20";"301206";"FERNANDEZ JOVE COM. E ING. S.L.";"0";"Invoice";"0";"-1";"2025-08-22";"2025-08-22";"2025-08-22";1.000000;135.000000;235.000000;49.350000;284.350000;"EUR"
